Urdu,Roman-Urdu
ناقابل تلافی,irredeemable
ناقابل تلافی,irredeemably
ناقابل تلافی,irreformable
فاسد,fasid
بے قاعدگی,be qaidgi
غیر متعلق,ghair mutaliqa
غیر متعلقہ,ghair mutaliqa
ناقابل تلافی,na qabil talaafi
ناقابل تلافی,irreplacible
ناقابل برداشت,admi
irresolute,irresolute
ناقابل برداشت,irresolvable
غیر ذمہ دار,ghair zimma daarana
غیر ذمہ دارانہ طور پر,ghair zimma daarana
پریشان,irretating
ناقابل تلافی,irretrievable
ناقابل واپسی,na qabil wapsi
چڑچڑاپن,chirchira pan
چڑچڑاپن سے,irritably
پریشان کن,arrchan
پریشان کریں,pareshan
چڑچڑا,charh
پریشان کرنا,pareshan
جلن,jalan
جلن,soozish
الگ تھلگ,allag thalag
الگ تھلگ,allag thalag
علیحدگی,tanhai
مسئلہ,masla
مسائل,masail
خارش,khujli
خارش زدہ,khujli
خارش دار,khujli
جابر,jibr
جیڈ,mein jaded
جیگڈ,kingri daar
جام,jaam
جارنگ,na mawafiq
یرقان,yarqaan ke mareez
غیرت مند,jalan
بے ہودہ,choksi
حسد,jealousness
حسد,hasad
ہپ,jeer
jeering,jeering
حیرت انگیز,jeeringly
جیرس,jeers
خطرے سے دوچار,khatray mein daal
خطرے میں,khatray
جھٹکا,jhatka
جٹر,pur josh
جٹر,dar
jittery,pareshan
بے روزگاری,be rozgaar
مذاق,mazaq
جوکر,joker
جھٹکا,jhatka
فیصلہ,judder
فیصلہ کرنا,juddering
جوڈرز,judders
جمپی,par jumpy
فضول,raddi
جنکی,junky ki
جنکیارڈ,junk yard
جٹر,jutter
جٹرز,jutters
کوٹ,se kaput
مار,qatal
ہلاک,halaak
قاتل,qaatil
قتل,qatal
Killoy,killjoy ki
ہلاک,afraad halaak
چھری,daas
چاقو,chaako
دستک,dastak
گانٹھ,banay
کھانا پکانا,kook ki
کوکی,kooky
کمی,kami
کمی,lackadaisical
فقدان,ka fuqdaan
لاکی,nokar
لاکیز,ptho
کمی,kami
کمی,mayoos
کمی ہے,ka fuqdaan
لاکونک,se laconic
کمپنی,waqfa
پیچھے رہ گیا,reh gay
پیچھے رہنا,peechay reh
لیگی,laggy
وقفے,lags ke
لیمباسٹ,lambast
لیمباسٹ,lambaste
لنگڑا,lngrhe
نوحہ,noha
افسوسناک,afsos naak
افسوسناک طور پر,lamentably ke
سست,sust
لانگ,languor
لانگس,languorous
بے حد,languorously
لنکی,patla
گود میں,guzar jaane ke
غلطیاں,chowkun
غلط,fehash
ہنس کر,bahar haal
ہنسی کا سرمایہ,hansi
لا بریکر,mujrim
قانون بریکنگ,lawbreaking
غیر قانونی,ghair qanooni
لاقانونیت,laqanoniat
چھٹکارا,par layoff
سست,sust
لیک,lake
رساو,chori
لیکنگ,lake
لیک,lake
لیکی,rasao
لیچ,lake
چاٹ,lecher
lecherous,lecherous
لیچری,lechery
لیچ,jonk
فائل,Charmi
لیری,tazabzub
لیموں,neebu
لمبا,taweel
لیچ,letch
مہلک,mohlik
lethargic,sust
سستی,susti
فحش,wahyat
فحش,lewdly
فحش,be hiyai
ذمہ داری,zimma daari
ذمہ دار,zimma daar
جھوٹا,jhoota
جھوٹے,jhutay
لائسنس,licentious
لائسنس کے ساتھ,licentiously
لائسنس,licentiousness
جھوٹ بولیں,jhoot
جھوٹ بولا,jhoot
جھوٹا,lier
جھوٹ,jhoot
بے جان,beejan
حد,hadd
حد,hadd
حدود,hudood
محدود,mehdood
حدود,hudood
لنگڑا,langra
قانونی چارہ جوئی,litigious
livively,lividly
نفرت,nafrat karna
گھناؤنا,loathing ke
گستاخانہ,loathly
گھناؤنی,loathsomely
تنہا,wahid
تنہائی,tanhai
تنہا,tanha
لونر,akailey
آرزو,taras
لمبی لمبی,longingly
لوفول,nijaat ka rasta
ڈھیلے,dheelay
لوٹ,lout
لورن,lorn ki
کھو جانا,kho
ہارا ہوا,haara howa
ہارے ہوئے,nuqsaan uthany walay
کھو دیتا ہے,kho deta hai
ہار رہا ہے,khonay
نقصان,nuqsaan
نقصانات,nuqsanaat
کھو دیا,kho
تیز,buland
بلند,zor
lousy,naaqis
محبت لیس,mohabbat se aari
lovelorn,lovelorn
کم,neech
مضحکہ خیز,mazhaka khaiz
مضحکہ خیز,ludicrously
lugubrious,lugubrious
lukewarm,gungunaa
پاگل,pagal
پاگل پن,lunaticism
لُورچ,hichkola
لالچ,lalach
lurid,khofnaak shakal
lurk,ghaat mein rehna
lurking,mein lurking
جھوٹ بول رہا ہے,jhoot
مکابری,banker
پاگل,pagal
میڈن,pagal
پاگل پن,maddening hai
پاگل پن,maddeningly
میڈر,madder
پاگل,pagalon ki terhan
میڈ مین,deewana
پاگل پن,junoon
خراب,maladjusted
بیماری,bemari
خرابی,be cheeni
بدعنوانی,baaghi
بدعنوانی,malcontented
میلیڈکٹ,maledict
بدکاری,droh
بدصورت,malevolently
بدنامی,bughz
بدنیتی پر مبنی,badniyati par mabni
بدنیتی سے,badniyati
بدنیتی,maliciousness
مہلک,zarrar rasan
مہلک,mohlik
بدمعاش,malodorous
بدتمیزی,narawa sulooq
منگل,nauroze
منگل,zakhmi
لاپتہ,mangles
منگلنگ,mangling
پاگل,pagal
پاگل,maniacal ki
مینک,unmmat
ہیرا پھیری,heera pheri
جوڑ توڑ,joor toar
جوڑ توڑ,joor toar
مار,feb
اپنی حد پر ہونا,mamooli
معمولی,mamooli
شہادت,shahadat
قتل عام,qatal aam
قتل عام,qatal aam
دھندلا,dhundlaa
دستخط شدہ,mawkish
mawkishly,mawkishly
mawkishness,mawkishness
معمولی,mamooli
بے معنی,maienay
مداخلت,mudakhlat
میڈلیسوم,se meddlesome
معمولی,mamooli
اعتدال پسندی,mediocrity ke
اداسی,udasi
میلوڈرمیٹک,melodramatically
میلٹ ڈاون,tabahi
لعنت,laanat
مینیکنگ,dhamki aamaiz
مردانہ طور پر,dhamki aamaiz andaaz mein
متضاد,lasn
mendacity,mendacity
menial,suroor
گندگی,gandagi
گڑبڑ,garbar
گڑبڑ,khalt malt
گندا,ganda
بونا,bona
مِف,miff
عسکریت پسندی,askriat pasandi
بے بنیاد,mindlessly
میرج,miraj
وقت کے ساتھ,keechar
انڈے,misalign
غلط,misaligned ke
غلطیاں,misaligns
غلط فہمی,misapprehend
غلط,misbecome
غلط کام,misbecoming
بدتمیزی,najaaiz istemaal
بدتمیزی,najaaiz istemaal
غلط,ghalat hisaab
غلط فہمی,ghalat hisaab
متفرق,mutafarraq
فساد,fasaad
شرارتی,shararti
شرارتی طور پر,shaytani
غلط فہمی,ghalat fehmi
غلط فہمیاں,mein ghalat fehmiya
شرارتی,shrpsnd
شرپسند,sharpasandon
غلط سمت,misdirection ke
بدتمیزی,kanjoos
دکھی,dukhi
بدعنوانی,miserableness
بری طرح,buri terhan
بدعنوانی,masaaib
بدتمیزی,laalchi
تکلیف,masaaib
غلط,na ahal
بدقسمتی,bad qismati
غلط,misgiving
بدگمانی,shuba
گمراہی,gumraahi
مسگائڈ,gumraah
گمراہ,gumraah
بدسلوکی,mishandle
حادثہ,haadsay
غلط معلومات,misinform
غلط معلومات,ghalat maloomat
غلط تشریح,ghalat tashreeh
غلط فہمی,ghalat faisla
غلط فہمی,andaza
گمراہ,gumraah
گمراہ کن,gumraah kin
گمراہ کن,misleadingly
ناکارہ,mislike
بدانتظامی,mismanage
غلط فہمی,mispronounce
غلط,mispronounced
غلط تشریحات,mispronounces
غلط پڑھیں,ghalat parhna
غلط بیانی,misreading
غلط بیانی,ghalat bayani
غلط بیانی,ghalat bayani
مس,miss
یاد کیا,yaad
یاد آتی ہے,yaad karte hain
غلط بیانی,ghalat bayani
غلطی,ghalti
غلطی,ghalti
غلطی سے,ghalti se
غلطیاں,ghaltion
غلط,mistified
مالکن,malikan
عدم اعتماد,bad itmadi
بدانتظامی,shak o shuba
غلط فہمی سے,mistrustfully
mists,mists ki
غلط فہمی,ghalat
غلط فہمی,ghalat fehmi
غلط فہمیوں,ghalat fehmiya
غلط فہمی,ghalat fehmi
تشخیص,ghalat istemaal
کرون,krah
Mobster,mein mobster
مذاق,farzi
طنز کیا,mazaq uraya
مذاق,mockeries
طنز,mazaq
طنز کرنا,mazaq
طنزیہ,mazaq
مذاق,mazhaka uratay
عفریت,dano
منسٹروسیٹیز,monstrosities
تعصب,khofnaak hewan
راکشس,khofnaak hadd taq
موڈی,modi
moot,mutanazia
mope,mope
موربیڈ,mareez
موربیڈ,morbidly
mordly,mordantly
گھٹیا شخص,bewaqoof
مورونک,moronic
مورونز,ahmaq
غذائی اجزاء,khtkta
غمگین,se mortified
غمگین,mortifying
سوگ,maatam
سوگوار,mourner
سوگ کے ساتھ,mournfully
گڑبڑ,garbar
کیچڑ,keechar
گندھک,mudslinger
مٹینگنگ,mudslinging
ملیش,mulish
قتل,qatal
قاتل,qaatil
قاتل,qatilana
قاتلانہ طور پر,qatilana
گستاخ,andeera
میشی,mushy hai
مستند,boseedah
پراسرار,pur asraar
پراسرار طور پر,pur asraar
اسرار,asaraar
ناگ,sheh
ناگنگ,saata
بولی,boli
بڑی حد تک,naively ka khayaal
تنگ,kam
فرش,nastily
گھٹیا پن,nastiness mein
گندی,gandi
شرارتی,shararti
متلی,nafrat karna
متلی,nauseates
متلی,nauseating
متلی طور پر,nauseatingly
n / A.,boli
نیبلس,bohat mabham hai
غیرجانبدارانہ طور پر,nebulously
ضرورت نہیں,zaroorat
بے ضرورت,bekar
ضرورت مند,zaroorat mandoon
ناپاک,mzmom
مذموم طور پر,nefariously
نفی کریں,nifi
نفی,nifi
منفی,manfi
منفی,manfi
منفی,manfi
نظرانداز,ghaflat
نظرانداز,nazar andaaz
غفلت,la parwahi
غفلت,ghaafil
نیمیسس,ke nemesis
اقربا پروری,uqarba parwari
گھبراہٹ,aasabi
گھبراہٹ سے,iztiraab
گھبراہٹ,ghabrahat
نیٹٹل,nettle ke
نیٹلسوم,nettlesome
نیوروٹک,karne neurotic
اعصابی طور پر,neurotically
نگل,niggle
نگلز,niggles
ڈراؤنا خواب,drowna khawab
ڈراؤنے خواب,bhayanak
ڈراؤنے خواب,nightmarishly
نٹپک,nitpick yeh
نٹپکنگ,nahi nitpicking
شور,shore
شور,shore
شور,noisier
شور,shore
کوئی وجود نہیں,nabood
غیر ذمہ دار,nonresponsive
بکواس,qisam ki mamooli Hadayat
بدنامی,badnaam
بدنام,badnaam
بدنام زمانہ,badnaam
ناگوار,nuqsaan da
پریشانی,pareshani
بے حس,sunan
موٹا,motay
چیز,aitraaz
اعتراض,aitraaz
قابل اعتراض,aitraaz
اعتراضات,aitrazaat
ترچھا,tircha
ختم کرنا,mitanay
ختم,mita
واجب الادا,ghaafil
ناگوار,qabil nafrat
بدعنوانی سے,hai obnoxiously
فحش,fehash
فحاشی,obscenely
فحاشی,behoodgi
غیر واضح,ghair wazeh
غیر واضح,ghair wazeh
مبہم,andeera
گھر کر لینا,lena
جنونی,junooni
جنون کے ساتھ,junoon ki hadd taq
جنون,obsessiveness
متروک,matrooq
رکاوٹ,rukawat
رکاوٹ,obstinately
رکاوٹ,rukawat
رکاوٹ,mutasir
رکاوٹ,rukawat
رکاوٹ,rukawat
رکاوٹیں,rokti
پریشان کن,obtrusive
obtuse,par obtuse
وقوع پذیر,occlude
مستعار,occluded
وقوع پذیر,occludes
کام کرنا,occluding
طاق,ajeeb
اوڈڈر,odder
عجیب بات ہے,oddest ke
مشکلات,se oddities
عجیب بات ہے,ajeeb
بدبو,gannd
جرم,jurm
ناراض,tauheen
مجرم,mujrim
مجرم,aamaiz
جرائم,juraim
جارحانہ,jarehana
جارحانہ انداز میں,offensively
جارحیت,offensiveness
عہدیدار,karnay wala
بدعنوانی سے,barri nahosat
غلطی,bhool
چھوڑ دیں,tark
venerous,droh
بہت زیادہ,onerously
حملہ,hamlay
رائے,raye di
مخالف,mukhalif
موقع پرست,mauqa
مخالفت,mukhalfat
مخالفت,oppostion
مخالفت,oppostion
جابرا,zulm
جبر,jabar
جابرانہ,jabirana
جابرانہ طور پر,zulm o tashadud
ظلم,atyachar
مظلوم,zalim
آزمائش,azmaish
یتیم,yateem
astracize,ostracize
پھیلاؤ,phelnay
غم و غصہ,dhamaka
آؤٹ پٹ,tqriron
آؤٹ لاؤ,daku
آؤٹ موڈڈ,puranay dhang ka
غم و غصہ,gham o gussa
مشتعل,gham o gussa
اشتعال انگیز,ishtial angaiz
اشتعال انگیزی سے,tauheen
اشتعال انگیزی,ghazab naak
غفلت,zayad-ti
بیرونی,bahar
حد سے زیادہ,overacted
اوورو,zabardasti
حد سے زیادہ توازن,overbalance
متوازن,overbalanced
دبنگ,dabang
دبنگ,overbearingly
دبے ہوئے,hadd se ziyada
ضرورت سے زیادہ,ziyada
اوورڈون,overdone ke
حد سے زیادہ,overemphasize
زیادہ گرمی,zaroorat se ziyada garam
اوورکیل,mein overkill
اوورلوڈڈ,baar
نظر ڈالیں,nazar andaaz
ضرورت سے زیادہ ادائیگی,fazil adaigi
ضرورت سے زیادہ ادائیگی,overpayed
اوور پلے,overplay
زیادہ قیمت,par overpriced
مغلوب,tajawaz
ختم,se overrun
اوور شیڈو,nazron se oojhal
نگرانی,nigrani
نگرانی,ghaltion
اوور سلیفیکیشن,sahal
حد سے زیادہ,oversimplified
اوور سپلائیف,oversimplify
اوورسائز,bara
اوور اسٹیٹ,mubaligha aarai
اوورسٹیٹڈ,overstated kar
اوور اسٹیٹمنٹ,overstatement
اوور اسٹیٹمنٹ,overstatements
اوور اسٹیٹس,overstates
اوورٹیکسڈ,overtaxed
تختہ الٹنے,takhta
تختہ الٹنے,ulat
الٹا,tabdeel
زیادہ وزن,ziyada wazan
مغلوب,maghloob
مغلوب,hadd se ziyada
بھاری بھرکم,intahaa
مغلوب,maghloob
حد سے زیادہ,se overzealous
ضرورت سے زیادہ,overzealously
حد سے زیادہ,overzelous
درد,dard
تکلیف دہ,dard naak
قلمی,painfull
دردناک طور پر,takleef da
درد,dard
پیلا,peela
پیلیس,pales
پالٹری,mamooli
پین,pain
پانڈیمیم,shore
پینڈر,ktna
پامال کرنا,waqoof bananay ki koshish
پانڈرز,dalali karti hai
خوف و ہراس,ghabrahat
گھبراہٹ,panick
گھبرایا,dar
گھبرانا,dar
فالج,paralize
مفلوج,maflooj
بے ہودہ,pagal
پیریا,achhot
جزوی,tarfdaari
پارٹیزن,haami
پارٹیزن,hamion
پاس,tafseelaat
غیر فعال,ghair fa-aal
غیر فعال,passiveness
دلکش,intahi afsos naak baat
صریح طور پر,pathetically
سرپرستی,sarparasti
طفلی,kami
pauper,kangaal
ادائیگی,adaigi
عجیب,ajeeb
خاص طور پر,ajeeb
پیڈینٹک,pedantic
چھلکا,khuli
پیشاب,ki peeve
pevish,jhagralu
pepevishly,peevishly
جرمانہ,jurmana
پرفیڈیئس,ehad shikan
خوشبو,perfidity
خطرہ,khatarnaak
خطرناک,khatarnaak
خطرناک طور پر,khatarnaak
ہلاک,halaak
مضحکہ خیز,nuqsaan da
perplex,perplex
پریشان,uljan
حیرت زدہ,se perplexing
پریشانی,herani
ظلم,satain
ستایا,zulm o sitam
pertinacively,pertinaciously
pertinacity,pertinacity
perturb,perturb
پریشان,pareshan
پھیلاؤ,wasee
ٹیڑھی,tedhi
پھڑپھڑاتے ہیں,perversely hai
بیہودہ,kharab
گمراہ,bhatak
forverts,gumrahon
مایوسی,mayoosi
مایوسی کے ساتھ,pessimistically
کیڑے,keeron par
وصولی,pestilent ki
پیٹرفائڈ,dar lagta
پیٹرفائی,petrify
pettifog,pettifog
پیٹی,paiti
فوبیا,khauf
فوبک,phobic ke
فونی,jaali
پیکٹ,dharna
پکٹیٹ,bahar dharna
پیکیٹنگ,dharnon
پیکٹ,pkts
میں picky,mein picky
سور,soor
سور,soor
پلیج,ghaarat giri
تکیہ,malamat karna
pique,peda karna
قابل رحم,badnaseeb
افسوسناک,qabil reham
رحم سے,pitifully
بے ہودہ,pitilessly
pittens,pittance ke
افسوس,afsos ki baat hai
سرقہ,chori
طاعون,taoon
پلاسٹک,plasticky
کھیلنا,khilona
درخواست,darkhwast
التجا,apilin
plebeian,plebeian
کشمکش,haalat zaar
پلاٹ,plat
چالو,chaal
لوٹ مار,lout
لوٹ مار,plunderer
بے معنی,bekar
بے معنی,pointlessly
زہر,zeher
زہریلا,zahrili
زہریلا,poisonously
پوکی,pokey ki
جب تک,poky
پولیمائز,polemize
آلودگی,aaloda
آلودگی,aloodgi phelanay
آلودگی,polluters ko
پولیشن,polution
ٹرانسمیٹر,se pompous
غریب,ghareeb
غریب,ghareeb
غریب ترین,ghareeb tareen
ناقص,ghair tasalii bakhash
پوسٹنگ,namoonay
غربت,gurbat
پیروی,prate
pratfall,pratfall
غیر یقینی,naazuk
غیر یقینی طور پر,precariously
بارش,jald
تیز,khara
شکاری,shikari
تعصب,faisla
تعصب,taasub
تعصبات,tasbat
متعصبانہ,taasub
peroccupy,preoccupy
preposterous,ehmaqana
preposterously,preposterously
سمجھا جاتا ہے,be baki
غالبا,gustaakhi
دکھاوا,dikhavay
دکھاوا,drama
دکھاوا,dikhavay
دکھاوے کے ساتھ,pretentiously
پریوایکیٹ,prevaricate
مہنگا,mehanga
پرائسر,mein pricier
کانٹے,achaar
کانٹے,prickles
فخر,prideful
پرک,se prik
آدم,aadam
جیل,jail
قیدی,qaidi
مسئلہ,masla
پریشانی,mushkilaat
مسائل,masail
تاخیر,aaj kal
تعصب,procrastinates
تاخیر,takheer
بے حرمتی,tehqeer
ممنوع ہے,momanat
ممنوعہ,Maney
ممنوعہ طور پر,manfi
پروپیگنڈا,propignda
پروپیگنڈا کریں,propagandize
ملکیتی,mlkiti
قانونی چارہ جوئی,ke khilaaf qanooni karwai
احتجاج,ehtijaj
احتجاج کیا,ehtijaj
احتجاج,ehtijaj
احتجاج,ehtijaj
طویل,taweel
اشتعال انگیزی,ishtial angazi
اشتعال انگیز,ishtial angaiz
مشتعل,uksanay
جھانکنا,pry ka
pugnacious,jhagralu
pugnacively,pugnaciously
گھونسہ مارنا,cartoon
سزا,saza
قابل سزا,saza
قابل تعزیر,tadeebi
گنڈا,ganda
کٹھ پتلی,kath patli
حیرت زدہ,heran
حیرت انگیز,pareshani
حیرت زدہ,puzzling ke
کویک,kaway k
دھواں,qualm
کوالمز,baak
جھگڑا,jhagra
جھگڑا,quarrellous
جھگڑا,quarrellously
جھگڑے,jhagrre
جھگڑا,jhagralu
کوش,kaladam qarar
کوئیر,ajeeb
سوالیہ,aitraaz
کوئبل,quibble ki
کوئبلز,quibbles ke
چھوڑ دو,quitter
بدمعاش,pagal
نسل پرستی,nasal parasti
نسل پرست,nasli imtiaz par mabni
نسل پرست,nasal paraston
racy,shehwat angaiz
بنیاد پرست,bunyaad parast
بنیاد پرستی,bunyaad parasti
یکسر,yaksar
غیظ و غضب,ghaiz o ghazab hai
رگڈ,mein ragged
مشتعل,mushtael
ریل,rail
raked,se raked
روز بروز بڑھتی ہوئی,roz baroz barhti hui
رنکور,malni
تصادفی طور پر,tasadeeqi
درجہ بندی,rankle
کرایہ,shekhi
ranted,ranted
کرایہ,se ranting
rantingly,rantingly
rants,rants ke
عصمت دری,asmat darri
عصمت دری,asmat darri
عصمت دری,asmat darri
بدمعاش,rascals ki
جھنجھوڑا,pareshan
تباہی,tabah
بدمعاش,pagal
رد عمل,rjati
سرکش,baaghi
سرکردہ,jhirki
قانونی کنبہ,jhirki
recalcitrant,aryal
recant,munkir
کساد بازاری,kasaad bazari
کساد بازاری,recessionary
لاپرواہی,la parwah
لاپرواہی,la parwahi
لاپرواہی,laparwai
پیچھے ہٹنا,peechay hatna
سہارا,recourses
بے کار,be car
انکار,inkaar
انکار,inkaar
انکار کر دیا,se inkaar kar diya
انکار,inkaar
انکار,inkaar
تردید,radd
تردید,tardeed
تردید,tardeed
تردید کرتا ہے,tardeed
تردید,tardeed
رجسٹریشن,dhachka
رجعت,rajat
رجعت پسند,avrohi
افسوس,afsos
افسوس ہے,regreted
افسوس ہے,nadim
افسوس کی بات ہے,afsos
ندامت,afsos
افسوسناک,afsoosnaak
افسوس کے ساتھ,afsos
افسوس ہے,afsos
مسترد,mustard
مسترد,mustard
مسترد کرنا,mustard
مسترد,mustard
مسترد,mustard
دوبارہ لگائیں,lagtay
بے لگام,lagataar
بے لگام,musalsal
بے لگام,relentlessness
ہچکچاہٹ,hichkichahat
ہچکچاہٹ,tazabzub ka shikaar
پچھتاوا,pachtaawa
پچھتاوا,mutasif
افسوس کے ساتھ,remorsefully
بے چین,mujremana wehshat-naak
بے دردی سے,remorselessly
بے دردی سے,remorselessness
ترک کرنا,tark
ترک کرنا,istirdaad
پیچھے ہٹیں,peechay hatana
بار بار,baar baar
قابل مذمت,muzammat
بدنام طور پر,reprehensibly
مذمت,reprehensive
دبائیں,dabanay
جبر,jabar
جابرانہ,jabirana
ملامت,mayoob
نمائندہ,malamat
سرپرستی,reprovingly
مسترد,tardeed
redudiation,tardeed
repugn,repugn
بدنامی,nafrat
بدنامی,nakhushgawaar
اشتعال انگیزی سے,repugnantly
ریپولس,paspaa
پسپا,paspaa
پیچھے ہٹ رہا ہے,paspaa
پیچھے ہٹنا,repulsively
پسپائی,repulsiveness
ناراضگی,gussa
ناراض,aazurda
ناراضگی,narazgi
استعفی,istifa
استعفیٰ دے دیا,istifa day diya
مزاحمت,muzahmat
بے چین,becheni
بےچینی,becheni
پابندی لگائیں,mehdood
محدود,mehdood
پابندی,pabandi
پابند,pabandion
resergent,baghion
انتقامی کارروائی,jawabi karwai
انتقامی کارروائی,jawabi
retard,sust
پسماندہ,pagal
پسماندگی,retardedness
retards,ke retards
reticent,mein reticent
پیچھے ہٹنا,rujoo
پسپائی,aitekaf
پیچھے ہٹ گیا,peechay hatt
بدلہ,badla
انتقام لینے والا,intiqami
انتقام کے ساتھ,revengefully
ریورٹ,wapas
بدعنوانی,gaali dena
غص .ہ,laan ta'an
منسوخ,mansookh
بغاوت,baghaawat
بغاوت,baaghi
بغاوت کے ساتھ,revoltingly
بغاوت,nafrat
بدنامی,revulsive
rapsodize,rhapsodize
بیان بازی,bayanaat
بیان بازی,bayan baazi
رائسر,ricer
طنز,mazaq
طنز,mazaq uratay hain
مضحکہ خیز,mazhaka khaiz
مضحکہ خیز طور پر,mazhaka khaiz
rife,jhagra zoroan par
riffts,inteshaar
سخت,kattar
سختی,rigidness
رائل,charhana
riled,riled
RIP,rp
رپف,ripoff
پھٹا,phaar
خطرہ,khatrah
خطرات,khatraat
خطرناک,pur khatar
حریف,hareef
دشمنی,dushmani
راکی,pathreli
رولر کوسٹر,ruler kostr
سڑ,saraand
بوسیدہ,sara howa
کچا,kacha
rremedable,rremediable
کوڑے دان,kora cricket
گلی,gham karna
رفل,ke ruffle
بربادی,tabahi
تباہ شدہ,barbaad
برباد,barbaad kar
برباد,tabah kin
کھنڈرات,khndrat
رمبلنگ,cheekh
افواہ,afwaah
افواہیں,afwahen
افواہیں,afwahen
رمپل,rumple
بھاگنے والا,bhgorhe
ٹوٹنا,tootna
زنگ,zang
رسٹس,rusts
زنگ آلود,zang alood
rut,lake
بے رحم,karor
بے رحمی,be rehmi
ruts,ruts ke
تخریب کاری,takhreeb kaari
بوری,bori
قربانی دی,qurbaan
اداس,dukh ki baat hai
دکھی,udaas
افسوس کی بات ہے,afsos ki baat hai
اداسی,udasi
سیگ,sag
sagged,sagged
sagging,sagging ke
saggy,larke
sags,sags neechay
sacacious,sath salacious
sap,sap
طنز,sarcasm ke
طنزیہ طور پر,sardonically
ساس,sass
طنز کریں,satirize
وحشی,jungli
نجات,se savaged
وحشی,wehshi
کھپریلی,ke scaly
جعلی,jaali
گھوٹالے,ghotalon
اسکینڈل,scandal
اسکینڈلائز کریں,gussa mein lana
اسکینڈلائزڈ,scandalized
اسکینڈل,nndi
اسکینڈل سے,scandalously ke
اسکینڈل,scandel
اسکینڈلز,scandels
بہت کم,bohat kam
قربانی کا بکرا,qurbani ka bakra
داغ,daagh
قلیل,qaleel
شاذ و نادر ہی,shayad
قلت,qillat
خوفزدہ,khaufzadah
ڈرا ہوا,dar
خوفناک,scarier ke
خوفناک,scariest
خوفناک,mein scarily
داغ,zad mein liya huwa hai
نشانات,nishanaat
ڈراونا,daraona
سختی,shadeed
خوفناک طور پر,scathingly
شکی,shuba
طعنہ زنی,scoffingly
ڈانٹنا,dantna
ڈانٹا,danta
ڈانٹ,daant
ڈانٹ,scoldingly
جھلسنا,chilchelati
جھلسنے والی,scorchingly
طعنہ زنی,hiqarat
طعنہ زنی,taqqabur
طعنہ زنی,sar kashi karte
لعنت,laanat
جدوجہد,jad-o-jehad
سکمبل,scrambled ke
سکیمبلز,taqub
crambling,daud dhoop
سکریپ,sukrap
سکریچ,skrich
کھرچنی,ke scratchy
چیخ,cheekh
سکریچ,se screech on the
خراب,museebat
پیچیدہ,screwy
جھگڑے,scuffs ke
گندگی,gandagi
اسکیمی,scummy
خفیہ,khufia
seethe,ubalna
سیٹنگ,ablti
خود سے دلچسپی,selfinterested
خود غرض,khud gharz
خود غرض,khud gharzi
خود غرضی,khud gharzi
ماضی کی طرف,par senile
سنسنی خیز,sensationalize
بے حس,behosh
بے ہوش,jaahil
سنجیدگی,sanjeedgi
خطبہ,sermonize
خدمت,bandagi
دھچکا,dhachka
دھچکے,nakamiyoo
cert,toar
شدید,shadeed
شدت,shiddat
خستہ حال,ke shabby
سایہ دار,mabham
مشکوک,mashkook
ہلائیں,hila
متزلزل,larzaan
شم,shaam
شرمیلی,garbar
شرمندگی,sharam ki baat hai
شرمناک,sharamnaak
شرمناک طور پر,be sharmi
شرمندگی,shamefulness
بے شرمی سے,bay sharmi
بے شرمی,be sharmi
شارک,shark
تیزی سے,taizi
بکھرے ہوئے,chknachor
شمر,timtimana
شمی,se shimmy
جہاز ملبے,jahaaz ki tabahi
شرک,shirk
شرکر,kamchor
گندگی,gandagi
جھٹکا,jhatka
حیران,heran
چونکانے والی,chonkanay wali
چونکا دینے والی,heran kin
کوڑا,naaqis
قلت,kami
شارٹ چینج,ghalat hisaab
کمی,nuqs
کوتاہیاں,kotahyon
قلت,mein shortness
شارٹ لائٹ,andesh
نظر کی کمزوری,shortsightedness
شوڈ ڈاون,showdown ke
شرل,taiz
shilly,shrilly
shrivel,shrivel ki
کفن,kafan
کفن,se shrouded
shrug,shrug ke
پیروی,khatam kar deti hain
چھوڑ دیا,jhtlaya
بیمار,bemaar
بیمار,ghnona
بیمار,sickeningly
بیمار,bemaar
بیماری,bemari
سائڈ ٹریک,sidetrack
sidetracked,se sidetracked
محاصرہ,muhasra
slily,sillily
بیوقوف,pagal
سادہ,saada
سادگی سے,simplistically
گناہ,gunah
گنہگار,gunah
گناہ سے,gunahgaar
senisterly,sinisterly
ڈوب,sunk
ڈوب رہا ہے,doob
شکی,shuba
شکی سے,skeptically
شکوک و شبہات,shukook o shubhat
خاکہ نگاری,khaka
skimpy,tang
پتلی,patli
اسکیٹش,skittish
skittishly,skittishly
Skulk,chupna
سست,slik
بہتان,bohtan
بہتان,jhutay
بہتان,slanderously
سلینڈرز,bohtan
سلیشنگ,kami
ذبح,zibah
ذبح کیا,zibah
غلام,ghulam
غلام,bundon
sleazy,aur sleazy
کیچڑ,keechar
نعرہ,guzarnay
نعرہ لگایا گیا,slogged
نعرہ لگانا,slogging
مارا گیا تھا,slogs
ایس اسکیموہانک,sloooooooooooooow
سلوو,sloooow
سلوو,slooow
سست,sloow
ڈھلوان,sloppily
میلا,mela
کاہلی,kahili
سست,kaahil
سست,sust
سست,sust
آہستہ,sust
سست ترین,sust
آہستہ آہستہ,aahista aahista
سست,sloww
سست,slowww
سست ڈبلیو ڈبلیو,slowwww
سست,sulag
سست,sust
سست,bohraan
سست,slumping ke
